TITULO;;CPB_ROE;;PAIS_OBRA;;QTD_DIAS_EXIBICAO;;QTD_PUBLICO;;NOTA;;VOTOS;;QTD_DIRETOR_M;;QTD_DIRETOR_F;;DIRETOR_GENERO;;QTD_ROTERISTA_MQTD_ROTERISTA_FROTERISTA_GENERO
MULHERES ALTERADAS;;B1800269200000;;BRASIL;;89;;92611;;5,3;;178;;1;;0;;M;;12F
MULHERES AO ATAQUE;;E1402641600000;;ESTADOS UNIDOS;;89;;512340;;6;;149784;;1;;0;;M;;01F
MULHERES ARMADAS, HOMENS NA LATA;;E1900275200000;;OUTROS;;49;;3825;;6,3;;1636;;1;;0;;M;;20M
MULHERES ARMADAS, HOMENS NA LATA;;E1900275200000;;OUTROS;;6;;25;;6,3;;1636;;1;;0;;M;;20M
MULHERES DO SÉCULO 20;;E1700057400000;;ESTADOS UNIDOS;;56;;13195;;7,3;;49255;;1;;0;;M;;10M
MULHERES NO PODER;;B1402825200000;;BRASIL;;49;;7822;;6,4;;40;;4;;0;;M;;40M
MULHER-MARAVILHA;;E1700197900000;;ESTADOS UNIDOS;;182;;7013924;;7,3;;698439;;0;;1;;F;;32M
MULHOLLAND DRIVE - CIDADE DOS SONHOS;;E1700486000000;;ESTADOS UNIDOS;;52;;5366;;7,9;;382766;;1;;0;;M;;10M
MUNDO DESERTO DE ALMAS NEGRAS;;B1402347100000;;BRASIL;;4;;33;;6,9;;8;;1;;0;;M;;10M
MUNDO ESTRANHO;;E2200396300000;;ESTADOS UNIDOS;;42;;579471;;5,7;;45543;;2;;0;;M;;10M
MUPPETS 2: PROCURADOS E AMADOS;;E1402642100000;;ESTADOS UNIDOS;;147;;62915;;6,4;;36952;;1;;0;;M;;21M
MURIBECA;;B2200015500000;;BRASIL;;25;;462;;7,4;;9;;1;;1;;M;;11M
MUSEU;;E1800479300000;;OUTROS;;43;;12265;;6,8;;5963;;1;;0;;M;;20M
MUSEU;;E1800479300000;;OUTROS;;18;;535;;6,8;;5963;;1;;0;;M;;20M
MÚSICA PARA QUANDO AS LUZES SE APAGAM;;B1700411300000;;BRASIL;;22;;379;;6,5;;32;;1;;0;;M;;11M
MÚSICA, AMIGOS E FESTA;;E1500691500000;;ESTADOS UNIDOS;;3;;2300;;6,2;;40507;;1;;0;;M;;21M
MUSSUM, O FILMIS;;B2300418000000;;BRASIL;;76;;215543;;7,4;;753;;1;;0;;M;;10M
MUSSUM, UM FILME DO CACILDIS;;B1900063700000;;BRASIL;;61;;2388;;7,3;;400;;0;;1;;F;;20M
MUTI - RITUAIS MORTAIS;;E2300075100000;;ESTADOS UNIDOS;;10;;9698;;4,3;;6909;;1;;0;;M;;52M
MY NAME IS NOW, ELZA SOARES;;B1402254000000;;BRASIL;;35;;2836;;6,6;;50;;0;;1;;F;;11M
NA MIRA DO ATIRADOR;;E1700265500000;;ESTADOS UNIDOS;;26;;33354;;6,2;;30760;;0;;1;;F;;10M
NA MIRA DO ATIRADOR;;E1700265500000;;ESTADOS UNIDOS;;26;;33354;;0;;0;;0;;1;;F;;00M
NA PRAIA À NOITE SOZINHA;;E1700453200000;;OUTROS;;51;;4595;;6,8;;4745;;0;;1;;F;;01F
NA QUADRADA DAS AGUAS PERDIDAS;;B1101491600000;;BRASIL;;14;;64;;0;;0;;0;;0;;M;;00M
NA QUEBRADA;;B1402380600000;;BRASIL;;123;;255945;;6,1;;216;;2;;0;;M;;30M
NA RÉDEA CURTA;;B2200386600000;;BRASIL;;74;;10624;;6,8;;16;;0;;2;;F;;42M
NA VENTANIA;;E1600258000000;;OUTROS;;76;;7428;;7,5;;1702;;1;;0;;M;;11M
NA VENTANIA;;E1600258000000;;OUTROS;;7;;39;;7,5;;1702;;1;;0;;M;;11M
NA VERTICAL;;E1700022100000;;OUTROS;;59;;3499;;5,9;;2500;;0;;1;;F;;01F
NADA A PERDER;;B1800110100000;;BRASIL;;75;;12173228;;2,4;;23115;;1;;0;;M;;40M
NADA A PERDER 2;;B1900354300000;;BRASIL;;78;;6189465;;3,2;;704;;1;;0;;M;;40M
NADA É POR ACASO;;B2000127500000;;BRASIL;;52;;149091;;6,1;;127;;1;;0;;M;;11M
NAHID - AMOR E LIBERDADE;;E1600395200000;;OUTROS;;96;;11513;;6,3;;2005;;0;;1;;F;;11M
NAHUEL E O LIVRO MAGICO;;B2300440200000;;BRASIL;;12;;80;;6,4;;371;;1;;0;;M;;20M
NÃO ABRA!;;E2300212400000;;ESTADOS UNIDOS;;43;;152050;;5,2;;6885;;0;;1;;F;;11M
NÃO ACEITAMOS DEVOLUÇÕES;;E1600111100000;;OUTROS;;70;;28853;;7,5;;32632;;1;;0;;M;;52M
NÃO DEVORE MEU CORAÇÃO;;B1700386400000;;BRASIL;;25;;6282;;5,6;;210;;1;;0;;M;;10M
NÃO MEXA COM ELA;;E1900338900000;;OUTROS;;50;;13037;;6,8;;591;;1;;0;;M;;21M
NÃO OLHE PARA TRÁS;;E1500142100000;;ESTADOS UNIDOS;;71;;167981;;7;;33092;;1;;0;;M;;10M
NÃO OLHE!;;E1800601100000;;ESTADOS UNIDOS;;14;;14523;;5,8;;22185;;1;;0;;M;;10M
NÃO SE ACEITAM DEVOLUÇÕES;;B1800010300000;;BRASIL;;135;;292740;;4,8;;173;;1;;0;;M;;02F
NÃO SE PREOCUPE, QUERIDA;;E2200212600000;;ESTADOS UNIDOS;;58;;176038;;6,3;;145414;;0;;1;;F;;21M
NÃO SEI QUANTAS ALMAS TENHO;;B2300367100000;;BRASIL;;20;;409;;0;;0;;1;;1;;M;;00M
NÃO TEM VOLTA;;B2300367700000;;BRASIL;;14;;19467;;5,1;;187;;0;;1;;F;;10M
NÃO VAMOS PAGAR NADA;;B1900513800000;;BRASIL;;7;;675;;4,9;;185;;1;;0;;M;;10M
NÃO! NÃO OLHE!;;E2200239500000;;ESTADOS UNIDOS;;75;;823541;;6,8;;263553;;1;;0;;M;;10M
NAPOLEÃO;;E2300316400000;;OUTROS;;85;;837858;;6,4;;133621;;1;;0;;M;;01F
NARDJES A.;;E2100028100000;;OUTROS;;24;;409;;6,7;;40;;1;;0;;M;;00M
NAS ESTRADAS DO NEPAL;;E1600742600000;;OUTROS;;72;;4156;;6,8;;621;;1;;0;;M;;30M
NAS ONDAS DA FÉ;;B2000230700000;;BRASIL;;28;;36824;;5,5;;164;;1;;0;;M;;20M
NASCE UMA ESTRELA;;E1800303500000;;ESTADOS UNIDOS;;276;;1436213;;7,6;;418084;;1;;0;;M;;63M
NASCIDA DE NOVO;;B1600656600000;;BRASIL;;62;;2988;;0;;0;;1;;0;;M;;00M
NASCIDO PARA MATAR;;E1500192300000;;ESTADOS UNIDOS;;7;;3705;;8,3;;788527;;1;;0;;M;;12F
NAZINHA, OLHAI POR NÓS;;B2000339200000;;BRASIL;;6;;41;;0;;0;;1;;0;;M;;21M
NCT NATION: TO THE WORLD IN CINEMAS;;E2300498800000;;OUTROS;;3;;4215;;7,9;;54;;1;;0;;M;;00M
NEBRASKA;;E1600144800000;;ESTADOS UNIDOS;;85;;29431;;7,7;;123275;;1;;0;;M;;10M
NEED FOR SPEED - O FILME;;E1402820800000;;ESTADOS UNIDOS;;105;;599077;;6,4;;178238;;1;;0;;M;;20M
NEFARIOUS;;E2300372900000;;ESTADOS UNIDOS;;8;;8245;;0;;0;;0;;1;;F;;01F
NEFARIOUS;;E2300372900000;;ESTADOS UNIDOS;;8;;8245;;6,4;;26309;;0;;2;;F;;12F
NEGAÇÃO;;E1700029000000;;ESTADOS UNIDOS;;57;;17580;;6,9;;39;;2;;0;;M;;30M
NEGAÇÃO;;E1700029000000;;ESTADOS UNIDOS;;57;;17580;;6,8;;23458;;0;;1;;F;;11M
NEGÓCIO DAS ARÁBIAS;;E1600311200000;;OUTROS;;43;;49150;;6,1;;47379;;0;;1;;F;;11M
NEIGHBORS 2;;E1500735800000;;ESTADOS UNIDOS;;39;;240235;;5,7;;129983;;0;;1;;F;;41M
NELSON PEREIRA DOS SANTOS - VIDA DE CINEMA;;B2300437800000;;BRASIL;;15;;371;;8,1;;11;;4;;4;;M;;124M
NEM TUDO SE DESFAZ;;B2100226000000;;BRASIL;;31;;247;;5,6;;51;;1;;0;;M;;20M
NERUDA;;E1500445600000;;OUTROS;;53;;17775;;5,4;;78;;1;;0;;M;;10M
NERUDA;;E1600750200000;;OUTROS;;98;;51483;;6,8;;11039;;1;;0;;M;;20M
NERVE - UM JOGO SEM REGRAS;;E1600397100000;;ESTADOS UNIDOS;;49;;397293;;6,5;;140013;;2;;0;;M;;02F
NERVOS DE AÇO;;B1500257400000;;BRASIL;;13;;127;;4,5;;19;;0;;1;;F;;01F
NEVILLE D'ALMEIDA - CRONISTA DA BELEZA E DO CAOS;;B1700610400000;;BRASIL;;21;;530;;7,5;;33;;1;;0;;M;;30M
NHEENGATU;;B2000319500000;;BRASIL;;11;;38;;6,2;;26;;1;;0;;M;;10M
NICK CAVE - 20.000 DIAS NA TERRA;;E1500022900000;;OUTROS;;85;;4231;;7,4;;11950;;2;;0;;M;;30M
NICO, 1988;;E1800357100000;;OUTROS;;5;;14;;6,7;;2057;;0;;1;;F;;01F
NICO, 1988;;E1800357100000;;OUTROS;;50;;3467;;6,7;;2057;;0;;1;;F;;01F
NINFOMANÍACA: VOLUME 1;;E1500381600000;;OUTROS;;132;;262965;;6,9;;131277;;1;;0;;M;;10M
NINGUÉM AMA NINGUÉM...POR MAIS DE DOIS ANOS;;B1500543700000;;BRASIL;;37;;11725;;6,3;;132;;1;;0;;M;;21M
NINGUÉM DESEJA A NOITE;;E1600642500000;;OUTROS;;84;;11765;;6,1;;1632;;0;;1;;F;;10M
NINGUÉM É DE NINGUÉM;;B2300126700000;;BRASIL;;64;;140414;;5,9;;94;;1;;0;;M;;20M
NINGUÉM ENTRA, NINGUÉM SAI;;B1700168200000;;BRASIL;;50;;195954;;4,3;;210;;0;;1;;F;;12F
NINGUÉM ESTÁ OLHANDO;;B1700396100000;;OUTROS;;68;;7493;;6,6;;1152;;0;;1;;F;;02F
NINTENDO E EU;;E2300024600000;;OUTROS;;26;;340;;5,7;;184;;0;;1;;F;;01F
NISE - O CORAÇÃO DA LOUCURA;;B1402652900000;;BRASIL;;149;;154696;;7,6;;2580;;1;;0;;M;;43M
NO;;E1500676000000;;OUTROS;;18;;149;;7,4;;26187;;1;;0;;M;;20M
NO;;E1500676000000;;OUTROS;;18;;149;;0;;0;;1;;0;;M;;10M
NO GOGÓ DO PAULINHO;;B2000034100000;;BRASIL;;7;;109;;5,3;;302;;0;;1;;F;;30M
NO INTENSO AGORA;;B1700133700000;;BRASIL;;164;;19283;;7,3;;609;;1;;0;;M;;10M
NO LIMITE DO AMANHÃ;;E1402743600000;;ESTADOS UNIDOS;;86;;801107;;7,9;;734246;;0;;1;;F;;40M
NO LUGAR ERRADO;;B1201659800000;;BRASIL;;1;;1;;5,5;;15;;3;;1;;M;;31M
NO MEIO DO RIO ENTRE AS ÁRVORES;;B1101348800000;;BRASIL;;36;;264;;6,7;;7;;1;;0;;M;;00M
NO OLHO DO FURACÃO;;E1800119100000;;ESTADOS UNIDOS;;28;;222792;;5,1;;22280;;1;;0;;M;;40M
NO OLHO DO TORNADO;;E1402744600000;;ESTADOS UNIDOS;;91;;460218;;5,8;;71415;;1;;0;;M;;10M
NO OUTRO ENCONTRO VOCÊ;;B2200077000000;;BRASIL;;8;;40;;0;;0;;0;;1;;F;;12F
NO PORTAL DA ETERNIDADE;;E1800519300000;;ESTADOS UNIDOS;;18;;64329;;6,9;;39844;;0;;1;;F;;12F
NO RITMO DA VIDA;;E2200047400000;;OUTROS;;14;;545;;6,5;;610;;1;;0;;M;;11M
NO RITMO DO CORACAO;;E2100262900000;;ESTADOS UNIDOS;;50;;38381;;8;;164013;;0;;1;;F;;32M
NOCAUTE;;E1500511800000;;ESTADOS UNIDOS;;11;;24310;;7,3;;257530;;1;;0;;M;;10M
NOÉ;;E1402510400000;;ESTADOS UNIDOS;;102;;4906081;;5,8;;266668;;1;;0;;M;;20M
NÓIS POR NÓIS;;B1800428900000;;BRASIL;;5;;155;;0;;0;;1;;1;;M;;21M
NOITE INFELIZ;;E2200347600000;;ESTADOS UNIDOS;;36;;175008;;6,7;;98539;;1;;0;;M;;20M
NOITE MÁGICA;;E1900332200000;;OUTROS;;7;;21;;6,1;;1638;;1;;0;;M;;21M
NOITE MÁGICA;;E1900332200000;;OUTROS;;49;;8779;;6,1;;1638;;1;;0;;M;;21M
NOITE PASSADA EM SOHO;;E2100412300000;;ESTADOS UNIDOS;;37;;47133;;7;;175351;;1;;0;;M;;20M
NOITE SEM FIM;;E1500103300000;;ESTADOS UNIDOS;;73;;276124;;6,6;;114887;;0;;1;;F;;10M
NOITES DE ALFACE;;B1900572800000;;BRASIL;;15;;196;;6,8;;33;;0;;1;;F;;02F
NOITES DE REIS;;B1201677000000;;BRASIL;;6;;46;;5,8;;15;;1;;0;;M;;01F
NOMADLAND;;E2100044800000;;ESTADOS UNIDOS;;174;;51006;;7,3;;182691;;0;;1;;F;;02F
NORMAN - CONFIE EM MIM;;E1700108100000;;ESTADOS UNIDOS;;71;;55071;;6,1;;6539;;1;;0;;M;;10M
NORMANDIA NUA;;E1800607600000;;OUTROS;;39;;5244;;5,9;;1211;;1;;0;;M;;21M
NORTE, O FIM DA HISTÓRIA;;E1402763600000;;OUTROS;;24;;693;;7,5;;2273;;1;;0;;M;;41M
NÓS;;E1900053200000;;ESTADOS UNIDOS;;88;;510130;;6,8;;339700;;1;;0;;M;;10M
NÓS DUAS DESCENDO A ESCADA;;B1500899000000;;BRASIL;;67;;1357;;7,6;;16;;1;;0;;M;;10M
NOS PASSOS DO MESTRE;;B1600047500000;;BRASIL;;148;;24185;;7;;5;;1;;0;;M;;10M
NOSFERATU - O VAMPIRO DA NOITE;;E1500656600000;;OUTROS;;70;;2454;;7,4;;40351;;1;;0;;M;;22M
NOSSA IRMÃ MAIS NOVA;;E1500839400000;;OUTROS;;6;;161;;7,5;;16826;;0;;1;;F;;11M
NOSSA IRMÃ MAIS NOVA;;E1500839400000;;OUTROS;;82;;11387;;7,5;;16826;;0;;1;;F;;11M
NOSSO AMIGO EXTRAORDINÁRIO;;E2300320800000;;ESTADOS UNIDOS;;14;;1192;;6,8;;10326;;0;;1;;F;;10M
NOSSO FIEL TRAIDOR;;E1600310100000;;OUTROS;;11;;14748;;6,2;;23818;;0;;1;;F;;20M
NOSSO LAR;;B1001259400000;;BRASIL;;15;;24812;;6,4;;3564;;1;;0;;M;;31M
NOSSO LAR 2 - OS MENSAGEIROS;;B2300576500000;;BRASIL;;36;;1620981;;6,3;;308;;1;;0;;M;;20M
NOSSO SONHO;;B2300349700000;;BRASIL;;92;;498016;;7,3;;667;;1;;0;;M;;50M
NOSTALGIA;;E2300377000000;;OUTROS;;38;;3052;;6,7;;3250;;1;;0;;M;;21M
NOSTALGIA DA LUZ;;E1402805900000;;OUTROS;;151;;10197;;7,6;;6092;;0;;1;;F;;01F
NOTRE DAME;;E1900615900000;;OUTROS;;36;;1423;;5,4;;679;;0;;1;;F;;11M
NOVA AMSTERDAM;;B1700184000000;;BRASIL;;11;;608;;0;;0;;1;;0;;M;;10M
NOVE CRÔNICAS PARA UM CORAÇÃO AOS BERROS;;B1301906100000;;BRASIL;;23;;122;;6;;55;;1;;0;;M;;11M
NOVE DIAS;;E2100497700000;;ESTADOS UNIDOS;;26;;1452;;6,8;;11702;;1;;0;;M;;10M
NOVEMBER MAN - UM ESPIÃO NUNCA MORRE;;E1402429000000;;ESTADOS UNIDOS;;89;;76241;;6,3;;70475;;1;;0;;M;;30M
NUMA ESCOLA DE HAVANA;;E1500567800000;;OUTROS;;135;;28130;;7,5;;1605;;1;;0;;M;;11M
NUNCA FOMOS TÃO MODERNOS;;B1900026800000;;BRASIL;;11;;303;;0;;0;;2;;0;;M;;21M
NUNCA MAIS SEREI A MESMA;;B2200351900000;;BRASIL;;18;;89;;0;;0;;0;;1;;F;;01F
NUNCA ME SONHARAM;;B1700264000000;;BRASIL;;42;;2827;;8,2;;71;;0;;1;;F;;12F
NYAD;;E2300375600000;;ESTADOS UNIDOS;;14;;492;;7,1;;35527;;1;;1;;M;;02F
O ABISMO PRATEADO;;B1101490600000;;BRASIL;;19;;282;;6,4;;408;;1;;0;;M;;01F
O ABRAÇO DA SERPENTE;;E1600054200000;;OUTROS;;154;;29916;;7,8;;24401;;0;;1;;F;;32M
O ABUTRE;;E1402378600000;;ESTADOS UNIDOS;;91;;118568;;7,8;;602668;;1;;0;;M;;10M
O ACAMPAMENTO;;E1700321000000;;OUTROS;;20;;2153;;5,8;;9296;;1;;0;;M;;10M
O ACIDENTE;;B2100232400000;;BRASIL;;29;;677;;6,2;;75;;4;;0;;M;;80M
O ALECRIM E O SONHO;;B2200307700000;;BRASIL;;11;;299;;7,5;;6;;1;;0;;M;;10M
O AMOR DÁ TRABALHO;;B1800029400000;;BRASIL;;45;;58691;;5,4;;141;;1;;0;;M;;20M
O AMOR DÁ VOLTAS;;B2200421500000;;BRASIL;;25;;11409;;5,4;;90;;1;;0;;M;;30M
O AMOR DE CATARINA;;B1600585600000;;BRASIL;;21;;4446;;2,8;;66;;1;;0;;M;;33M
O AMOR É ESTRANHO;;E1402760300000;;ESTADOS UNIDOS;;133;;16179;;6,7;;13281;;1;;0;;M;;20M
O AMOR É UM CRIME PERFEITO;;E1600108200000;;OUTROS;;81;;9931;;5,8;;2155;;1;;1;;M;;21M
O AMOR MANDOU MENSAGEM;;E2300042700000;;ESTADOS UNIDOS;;53;;70440;;5,9;;13258;;1;;0;;M;;34F
O AMULETO;;B1402391600000;;BRASIL;;63;;2757;;3,3;;100;;1;;0;;M;;10M
O ANIMAL CORDIAL;;B1700456600000;;BRASIL;;76;;8547;;6,3;;1868;;0;;1;;F;;02F
O ANIMAL SONHADO;;B1500416000000;;BRASIL;;5;;117;;5;;49;;4;;2;;M;;42M
O APOCALIPSE;;E1402433000000;;ESTADOS UNIDOS;;84;;631828;;3,1;;42434;;1;;0;;M;;22M
O ASSASSINO;;E2300407800000;;ESTADOS UNIDOS;;37;;8284;;6,7;;180115;;1;;0;;M;;21M
O ASSASSINO – O PRIMEIRO ALVO;;E1700369300000;;ESTADOS UNIDOS;;34;;168343;;6,2;;90535;;1;;0;;M;;32M
O AVENTAL ROSA;;B1800501600000;;BRASIL;;7;;126;;7,9;;18;;1;;0;;M;;11M
O BANQUETE;;B1700260300000;;BRASIL;;58;;10057;;5,9;;244;;0;;1;;F;;02F
O BARCO;;B1800440700000;;BRASIL;;54;;1081;;6,1;;79;;1;;0;;M;;40M
O BATISMO;;E1500651100000;;OUTROS;;35;;905;;6,6;;718;;0;;1;;F;;21M
O BEBÊ DE ROSEMARY;;E1402712000000;;ESTADOS UNIDOS;;4;;2149;;8;;234341;;1;;0;;M;;20M
O BECO DO PESADELO;;E2100518400000;;ESTADOS UNIDOS;;93;;83746;;7;;164762;;0;;1;;F;;03F
O BOM DINOSSAURO;;E1500739200000;;ESTADOS UNIDOS;;138;;3599912;;6,7;;127038;;1;;0;;M;;34F
O BOM GIGANTE AMIGO;;E1600404900000;;OUTROS;;96;;638087;;6,3;;93056;;1;;0;;M;;11M
O BUSCADOR;;B2000155000000;;BRASIL;;16;;139;;7,4;;37;;1;;0;;M;;50M
O CAMINHO DOS SONHOS;;E1800176200000;;OUTROS;;37;;984;;5,7;;460;;0;;1;;F;;01F
O CANDIDATO HONESTO;;B1402260600000;;BRASIL;;109;;2233392;;5,5;;1219;;0;;1;;F;;10M
O CANDIDATO HONESTO 2;;B1800307900000;;BRASIL;;105;;579765;;5,3;;433;;0;;1;;F;;10M
O CAPITAL;;E1600144600000;;OUTROS;;16;;394;;6,5;;5578;;1;;0;;M;;40M
O CARAVAGGIO ROUBADO;;E1900195700000;;OUTROS;;88;;12876;;6;;678;;1;;0;;M;;30M
O CASAMENTO DE GORETE;;B1402192100000;;BRASIL;;91;;92452;;5;;83;;1;;0;;M;;10M
O CASAMENTO DE MAY;;E1500669300000;;ESTADOS UNIDOS;;126;;7210;;5,7;;888;;1;;0;;M;;10M
O CASEIRO;;B1600227000000;;BRASIL;;47;;12411;;6;;237;;1;;0;;M;;30M
O CASO DO HOMEM ERRADO;;B1700451600000;;BRASIL;;52;;1207;;7,1;;30;;0;;1;;F;;12F
O CASTELO DE VIDRO;;E1700325600000;;ESTADOS UNIDOS;;45;;25997;;7,1;;38364;;1;;0;;M;;21M
O CEMITÉRIO DAS ALMAS PERDIDAS;;B2000364100000;;BRASIL;;17;;120;;5,9;;215;;1;;0;;M;;10M
O CÉU É DE VERDADE;;E1402358700000;;ESTADOS UNIDOS;;46;;17873;;5,8;;28518;;1;;0;;M;;40M
O CEU NÃO PODE ESPER@AR - CARLO ACUTIS;;E2300272600000;;OUTROS;;52;;35004;;7,4;;45;;1;;0;;M;;10M
O CHALÉ É UMA ILHA BATIDA DE VENTO E CHUVA;;B1800150600000;;BRASIL;;27;;333;;0;;0;;0;;1;;F;;01F
O CHAMADO 3;;E1600561100000;;ESTADOS UNIDOS;;49;;1538065;;4,5;;43131;;1;;0;;M;;31M
O CHAMADO 4: SAMARA RESSURGE;;E2300107800000;;OUTROS;;28;;78984;;3,7;;518;;0;;1;;F;;20M
O CHAMADO DO MAL;;E1800392500000;;ESTADOS UNIDOS;;21;;191076;;5;;4326;;1;;0;;M;;10M
O CHEF;;E2200205900000;;OUTROS;;43;;1782;;7,5;;41663;;1;;0;;M;;20M
O CHEF;;E2200205900000;;OUTROS;;43;;1782;;0;;0;;1;;0;;M;;20M
O CHEIRO DA GENTE;;E1500748700000;;OUTROS;;5;;38;;4,8;;1867;;1;;0;;M;;11M
O CHEIRO DA GENTE;;E1500748700000;;OUTROS;;90;;5536;;4,8;;1867;;1;;0;;M;;11M
O CICLO DA VIDA;;E1500395700000;;OUTROS;;173;;10984;;6,6;;203;;0;;1;;F;;13F
O CIDADÃO DO ANO;;E1402513300000;;OUTROS;;50;;6164;;7,1;;29085;;1;;0;;M;;20M
O CIRCO VOLTOU;;B2300065800000;;BRASIL;;18;;182;;0;;0;;1;;0;;M;;01F
O CÍRCULO;;E1700079100000;;OUTROS;;58;;471435;;5,4;;100125;;1;;0;;M;;20M
O CÍRCULO;;E1700079100000;;OUTROS;;58;;471435;;0;;0;;0;;1;;F;;01F
O CÍRCULO;;E1700079100000;;OUTROS;;58;;471435;;4,8;;516;;1;;0;;M;;20M
O CIÚME;;E1402461600000;;OUTROS;;113;;19052;;6,4;;1965;;1;;0;;M;;22M
O CLÃ;;E1500796900000;;OUTROS;;79;;105541;;6,9;;14271;;0;;1;;F;;12F
O CLUBE;;E1500622900000;;OUTROS;;132;;21045;;7,2;;11960;;1;;0;;M;;30M
O CLUBE DOS ANJOS;;B2000525500000;;OUTROS;;42;;4363;;6,3;;114;;1;;0;;M;;20M
O CLUBE DOS CANIBAIS;;B1700104400000;;BRASIL;;49;;1970;;5,7;;1017;;1;;0;;M;;10M
O COLAR DE CORALINA;;B1800323800000;;BRASIL;;40;;2947;;5,5;;13;;1;;0;;M;;10M
O CONFEITEIRO;;E1800553900000;;OUTROS;;111;;35402;;7,3;;5130;;1;;0;;M;;10M
O CONGRESSO FUTURISTA;;E1500673700000;;OUTROS;;105;;3743;;6,4;;19875;;1;;0;;M;;11M
O CONTADOR;;E1600533600000;;ESTADOS UNIDOS;;58;;762557;;7,3;;319368;;1;;0;;M;;01F
O CONVENTO;;E2300052200000;;ESTADOS UNIDOS;;31;;99150;;5,2;;3856;;1;;0;;M;;11M
O CORPO É NOSSO!;;B1900042200000;;BRASIL;;15;;1392;;5,6;;9;;0;;1;;F;;11M
O CRAVO E A ROSA - O DOCUMENTÁRIO;;B1800055100000;;BRASIL;;2;;6;;0;;0;;1;;0;;M;;01F
O CRIME DA GÁVEA;;B1700052200000;;BRASIL;;18;;758;;4,9;;70;;0;;1;;F;;10M
O CRIME É MEU;;E2300209400000;;OUTROS;;80;;18217;;6,5;;4805;;1;;0;;M;;40M
O DANÇARINO DO DESERTO;;E1500245300000;;OUTROS;;42;;13411;;6,2;;2023;;1;;0;;M;;20M
O DEBATE;;B2200273500000;;BRASIL;;40;;4415;;6,2;;33;;1;;0;;M;;20M
O DEMÔNIO DOS MARES;;E2300066900000;;OUTROS;;7;;27761;;3,7;;8913;;0;;1;;F;;11M
O DESEJO DA MINHA ALMA;;E1500173300000;;OUTROS;;102;;4265;;7,5;;66;;0;;1;;F;;01F
O DESMONTE DO MONTE;;B1700615400000;;BRASIL;;58;;5121;;6,4;;41;;0;;1;;F;;01F
O DESPERTAR DAS FORMIGAS;;E1900581500000;;OUTROS;;16;;883;;6,5;;648;;0;;1;;F;;01F
O DESTINO DE HAFFMANN;;E2200198300000;;OUTROS;;44;;5047;;7;;2870;;1;;0;;M;;21M
O DESTINO DE JÚPITER;;E1500247800000;;ESTADOS UNIDOS;;90;;1237261;;5,3;;194288;;0;;2;;F;;02F
O DESTINO DE UMA NAÇÃO;;E1700535000000;;OUTROS;;97;;408997;;7,4;;220063;;1;;0;;M;;10M
O DIA DO ATENTADO;;E1700113700000;;ESTADOS UNIDOS;;33;;64543;;7,3;;112155;;1;;0;;M;;41M
O DIA DO GALO;;B1500177000000;;BRASIL;;42;;29725;;8,4;;39;;2;;0;;M;;10M
O DIABO MORA AQUI;;B1600041400000;;BRASIL;;16;;1055;;5;;291;;2;;0;;M;;30M
O DOADOR DE MEMÓRIAS;;E1402445200000;;ESTADOS UNIDOS;;77;;574607;;6,4;;125437;;1;;0;;M;;21M
O DONO DO JOGO;;E1600187900000;;ESTADOS UNIDOS;;61;;37135;;7;;49176;;1;;0;;M;;21M
O DUELO;;B1500193000000;;BRASIL;;44;;14393;;6,7;;77;;1;;0;;M;;10M
O DUPLO;;E1402380300000;;OUTROS;;48;;4299;;6,5;;52964;;1;;0;;M;;21M
O ENIGMA DA ROSA;;E1900368500000;;OUTROS;;22;;2213;;6,3;;1061;;1;;0;;M;;10M
O ESCÂNDALO;;E1900534700000;;OUTROS;;1;;327;;6,8;;126553;;1;;0;;M;;10M
O ESCÂNDALO;;E1900534700000;;OUTROS;;60;;161858;;6,8;;126553;;1;;0;;M;;10M
O ESCARAVELHO DO DIABO;;B1600100300000;;BRASIL;;72;;82580;;5,5;;437;;1;;0;;M;;12F
O ESPAÇO INFINITO;;B2100036700000;;BRASIL;;27;;409;;5,6;;15;;1;;0;;M;;10M
O ESPETACULAR HOMEM-ARANHA 2: A AMEAÇA DE ELECTRO;;E1600117500000;;ESTADOS UNIDOS;;101;;4106993;;6,6;;536268;;1;;0;;M;;42M
O ESQUADRÃO SUICIDA;;E2100229700000;;ESTADOS UNIDOS;;71;;1393404;;7,2;;407451;;0;;1;;F;;01F
O ESTRANGEIRO;;E1700464500000;;OUTROS;;19;;84880;;7;;123005;;1;;0;;M;;11M
O ESTRANHO QUE NÓS AMAMOS;;E1700215400000;;ESTADOS UNIDOS;;99;;99775;;6,3;;61602;;0;;1;;F;;22M
O EXORCISTA;;E1500099900000;;ESTADOS UNIDOS;;4;;3177;;8,1;;453520;;1;;0;;M;;10M
O EXORCISTA - O DEVOTO;;E2300350300000;;ESTADOS UNIDOS;;57;;744632;;4,8;;37607;;1;;0;;M;;40M
O EXÓTICO HOTEL MARIGOLD 2;;E1500254800000;;ESTADOS UNIDOS;;46;;65298;;6,5;;35776;;1;;0;;M;;20M
O EXPRESSO POLAR;;E1700114500000;;ESTADOS UNIDOS;;1;;28;;6,6;;240794;;1;;0;;M;;21M
O EXTERMINADOR DO FUTURO: DESTINO SOMBRIO;;E1900248700000;;OUTROS;;56;;1024351;;6,2;;192620;;1;;0;;M;;61M
